Rut Proveedor,Nombre Empresa,Nro Licitación Pública,CodigoOC,Proviene de Gran Compra,IDProductoCM,Producto,Tipo de Producto,Marca,Modelo,Cantidad,Rut Unidad de Compra,Unidad de Compra,Fecha Envío OC,Región Unidad de Compra,Institución,Sector,year,month
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1658-3242-CM18,No,1537048,CAMIONETA TOYOTA HILUX 2.4 4X4 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT SR,1,69.190.700-7,Municipalidad de Temuco,2018-10-11,Araucania,I MUNICIPALIDAD DE TEMUCO,Municipalidades,2018,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,5907-554-CM18,No,1568865,CAMIONETA CHEVROLET COLORADO 2.8 CTDI 4X4 LTZ MT 2018,CAMIONETA,CHEVROLET,COLORADO 2.8 CTDI 4X4 LTZ MT,1,69.010.200-5,AREA FINANZAS,2018-10-10,Tarapaca,Ilustre Municipalidad de Huara,Municipalidades,2018,10
92.909.000-4,CURIFOR S.A.,2239-4-LR17,3729-253-CM18,No,1536816,CAMIONETA FORD RANGER XLT 4X4 DIESEL AÑO 2018,CAMIONETA,FORD,RANGER XLT 4X4 DIESEL,1,69.090.300-8,Secpla,2018-10-11,Ohiggins,Ilustre Municipalidad de Chimbarongo,Municipalidades,2018,10
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,891361-31-CM18,Sí,1537062,SUV TOYOTA RAV4 LUJO 2.0 4X4 MT AÑO 2018,SUV,TOYOTA,RAV4 LUJO 2.0 4X4 MT,14,60.506.000-5,Departamento de Grandes Compras,2018-10-29,Metropolitana,Policía de Investigaciones de Chile,FFAA,2018,10
96.928.530-4,COMERCIAL AUTOMOTRIZ SPA,2239-4-LR17,1029940-35-CM18,No,1536950,SUV JEEP ALL NEW COMPASS  SPORT LX AÑO 2018,SUV,JEEP,ALL NEW COMPASS  SPORT LX,1,62.000.370-0,SUBSECRETARÍA DEL PATRIMONIO CULTURAL,2018-10-12,Metropolitana,SUBSECRETARIA DEL PATRIMONIO CULTURAL,Otros,2018,10
94.141.000-6,DERCO S.P.A,2239-4-LR17,2770-409-CM18,No,1536939,CAMIONETA JAC T6 BENCINA 4X2 COMFORT AÑO 2018,CAMIONETA,JAC,T6 BENCINA 4X2 COMFORT,2,69.070.900-7,Unidades de Licitaciones- SECPLA,2018-10-12,Metropolitana,ILUSTRE MUNICIPALIDAD DE MAIPU,Municipalidades,2018,10
96.918.300-5,DIFOR CHILE SOCIEDAD ANONIMA,2239-4-LR17,2297-2418-CM18,No,1536787,SUV FORD EXPLORER ECOBOOST 2.3L 4X2 AÑO 2018,SUV,FORD,EXPLORER ECOBOOST 2.3L 4X2,1,69.210.100-6,IMUNI_OSORNO DIRECCION DE ADM Y FINANZAS,2018-10-18,Los Lagos,I MUNICIPALIDAD DE OSORNO,Municipalidades,2018,10
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,2664-1819-CM18,No,1538628,CAMIONETA TOYOTA HILUX 2.4 4X4 MT DX AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT DX,1,69.150.102-7,Dirección de Salud Municipal,2018-10-12,Biobio,I MUNICIPALIDAD DE TOME,Municipalidades,2018,10
76.758.790-2,HVCCSA,2239-4-LR17,4374-146-CM18,No,1548129,FURGÓN HYUNDAI SOLATI H350  2018,FURGÓN,HYUNDAI,SOLATI H350,1,72.240.400-9,Gobierno Regional Libertador Bdo. O´Higgins,2018-10-16,Ohiggins,"GOBIERNO REGIONAL VI REGION DEL LI BERTADOR B O""HIGGINS","Gob. Central, Universidades",2018,10
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,3326-2183-CM18,No,1537078,CAMIONETA VOLKSWAGEN AMAROK TRENDLINE 4MOTION AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK TRENDLINE 4MOTION,2,61.938.500-4,Depto.Transportes L.3,2018-10-18,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,742475-184-CM18,No,1536742,SEDÁN CHEVROLET SAIL NB 1.5L LS AÑO 2018,SEDÁN,CHEVROLET,SAIL NB 1.5L LS,1,69.061.500-2,ABASTECIMIENTO PROGRAMAS,2018-10-17,Valparaiso,Ilustre Municipalidad de Villa Alemana,Municipalidades,2018,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,742475-184-CM18,No,1538480,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 2WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 2WD,1,69.061.500-2,ABASTECIMIENTO PROGRAMAS,2018-10-17,Valparaiso,Ilustre Municipalidad de Villa Alemana,Municipalidades,2018,10
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,2981-2253-CM18,No,1537022,SEDÁN NISSAN SENTRA  SENSE MT AÑO 2018,SEDÁN,NISSAN,SENTRA  SENSE MT,1,60.506.000-5,DEPARTAMENTO ADMINISTRATIVO,2018-10-18,Metropolitana,Policía de Investigaciones de Chile,FFAA,2018,10
79.802.860-k,AUTOMOTRIZ PORTILLO S.A.,2239-4-LR17,2923-509-CM18,No,1538503,SUV NISSAN X-TRAIL EXCLUSIVE CVT 4WD AÑO 2018,SUV,NISSAN,X-TRAIL EXCLUSIVE CVT 4WD,1,69.030.100-8,DAF,2018-10-19,Atacama,ILUSTRE MUNICIPALIDAD DE CHAÑARAL,Municipalidades,2018,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,587-2332-CM18,No,1537062,SUV TOYOTA RAV4 LUJO 2.0 4X4 MT AÑO 2018,SUV,TOYOTA,RAV4 LUJO 2.0 4X4 MT,1,61.801.000-7,Ministerio de Vivienda y Urbanismo(766),2018-10-30,Metropolitana,SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO,Obras Públicas,2018,10
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,2483-283-CM18,No,1536888,HATCHBACK HYUNDAI GRAND I-10 BA 5DR 1.2 5M/T GLS 2AB AC ABS PE AÑO 2018,SEDÁN,HYUNDAI,GRAND I-10 BA 5DR 1.2 5M/T GLS 2AB AC ABS PE,1,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2018-10-22,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2018,10
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,4352-720-CM18,No,1576581,SUV HYUNDAI SANTA FE TM 2.2 CRDI E6 AT 4WD VALUE 2019,SUV,HYUNDAI,SANTA FE TM 2.2 CRDI E6 AT 4WD VALUE,1,69.141.400-0,Adquisiciones y Finanzas,2018-10-22,Nuble,ILUSTRE MUNICIPALIDAD DE QUILLON,Municipalidades,2018,10
84.916.800-2,Callegari Ltda.,2239-4-LR17,3703-197-CM18,No,1577096,CAMIONETA FORD NEW RANGER DSL XLT 4X2 3.2L 2019,CAMIONETA,FORD,NEW RANGER DSL XLT 4X2 3.2L,1,69.030.700-6,Finanzas,2018-10-23,Atacama,I MUNICIPALIDAD DE HUASCO,Municipalidades,2018,10
84.916.800-2,Callegari Ltda.,2239-4-LR17,3703-197-CM18,No,1577150,CAMIONETA MITSUBISHI L200 DAKAR MT 2019,CAMIONETA,MITSUBISHI,L200 DAKAR MT,1,69.030.700-6,Finanzas,2018-10-23,Atacama,I MUNICIPALIDAD DE HUASCO,Municipalidades,2018,10
80.522.900-4,KOVACS SPA,2239-4-LR17,3753-284-CM18,No,1538480,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 2WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 2WD,1,69.041.300-0,EDUCACION,2018-10-23,Coquimbo,ILUSTRE MUNICIPALIDAD DE CANELA,Municipalidades,2018,10
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,776-2454-CM18,No,1576629,SUV HYUNDAI TUCSON TL 2.0 AT VALUE FL 2019,SUV,HYUNDAI,TUCSON TL 2.0 AT VALUE FL,1,60.000.000-4,Presidencia de la República,2018-10-25,Metropolitana,Presidencia de la República,"Gob. Central, Universidades",2018,10
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-4-LR17,5300-117-CM18,No,1538513,CAMIONETA NISSAN NP300 DC LE 2.3D AT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC LE 2.3D AT 4WD,1,69.061.400-6,DIPLAD,2018-10-25,Valparaiso,I MUNICIPALIDAD DE CASABLANCA,Municipalidades,2018,10
77.008.670-1,PORTILLO S.A.,2239-4-LR17,701426-678-CM18,No,1538628,CAMIONETA TOYOTA HILUX 2.4 4X4 MT DX AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT DX,1,69.180.500-k,UNIDAD DIDECO,2018-10-25,Araucania,Ilustre Municipalidad de Collipulli,Municipalidades,2018,10
82.120.600-6,ESTEBAN GUIC Y CIA LTDA,2239-4-LR17,3704-774-CM18,No,1538793,CAMIONETA MAZDA BT-50 DOBLE CABINA 2.2 SDX 6MT 4X4 DIESEL AÑO 2018,CAMIONETA,MAZDA,BT-50 DOBLE CABINA 2.2 SDX 6MT 4X4 DIESEL,3,69.254.400-5,Adquisiciones,2018-10-24,Magallanes,Ilustre Municipalidad de Cabo de Hornos,Municipalidades,2018,10
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,1391-7589-CM18,No,1538509,CAMIONETA NISSAN NP300 DC XE 2.3D MT AÑO 2018,CAMIONETA,NISSAN,NP300 DC XE 2.3D MT,1,61.004.051-9,Región del Maule,2018-10-24,Maule,Gendarmería de Chile,"Gob. Central, Universidades",2018,10
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,4404-417-CM18,No,1576584,SUV HYUNDAI SANTA FE TM 2.2 CRDI E6 MT PLUS 2019,SUV,HYUNDAI,SANTA FE TM 2.2 CRDI E6 MT PLUS,1,69.110.500-8,DEPARTAMENTO EDUCACION MUNICIPALIDAD DE SAN CLEMENTE,2018-10-24,Maule,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,2018,10
79.575.250-1,INGENIERIA AUTOMOTRIZ MACIAS Y COMPANIA SPA,2239-4-LR17,1045415-11-CM18,No,1538510,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,1,61.202.000-0,SEREMI ÑUBLE,2018-10-24,Nuble,Ministerio de Obras Publicas Dirección Gral. de OOPP,Obras Públicas,2018,10
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,3651-643-CM18,No,1538510,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,1,69.170.402-5,Departamento Salud  Quilleco,2018-10-26,Biobio,I MUNICIPALIDAD DE QUILLECO,Municipalidades,2018,10
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,2702-556-CM18,No,1576639,SUV BRILLIANCE V3 1.5 MT GX COMFORTABLE 2019,SUV,BRILLIANCE,V3 1.5 MT GX COMFORTABLE,3,69.071.800-6,SECPLA,2018-10-24,Metropolitana,I MUNICIPALIDAD DE TALAGANTE,Municipalidades,2018,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,2743-49-CM18,No,1537068,SUV TOYOTA RUSH LEI 4X4 MEC AÑO 2018,SUV,TOYOTA,RUSH LEI 4X4 MEC,1,69.180.100-4,SECPLA,2018-10-26,Araucania,I MUNICIPALIDAD DE ANGOL,Municipalidades,2018,10
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,585-461-CM18,No,1538782,SEDÁN MAZDA NEW MAZDA6 V 2.0L 6AT (CUERO NEGRO) AÑO 2018,SEDÁN,MAZDA,NEW MAZDA6 V 2.0L 6AT (CUERO NEGRO),1,82.174.900-k,Sercotec - Nivel Central,2018-10-25,Metropolitana,SERVICIO DE COOPERACION TECNICA,"Gob. Central, Universidades",2018,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,3326-2227-CM18,No,1536734,SUV CHEVROLET NEW TRAVERSE 3.6L PREMIER AWD AÑO 2018,SUV,CHEVROLET,NEW TRAVERSE 3.6L PREMIER AWD,2,61.938.500-4,Depto.Transportes L.3,2018-10-25,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1658-3515-CM18,No,1537045,CAMIONETA TOYOTA HILUX 2.4 4X2 MT DX (WIDE) AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT DX (WIDE),1,69.190.700-7,Municipalidad de Temuco,2018-10-29,Araucania,I MUNICIPALIDAD DE TEMUCO,Municipalidades,2018,10
94.141.000-6,DERCO S.P.A,2239-4-LR17,1493-1000-CM18,No,1576507,SUV SUZUKI GRAND NOMADE 2.4 GLX NAV 2019,SUV,SUZUKI,GRAND NOMADE 2.4 GLX NAV,1,69.140.800-0,I MUNICIPALIDAD DE SAN NICOLAS,2018-10-29,Nuble,Ilustre Municipalidad de San Nicolás,Municipalidades,2018,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3712-878-CM18,No,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,2,69.041.500-3,Finanzas,2018-10-30,Coquimbo,Ilustre Municipalidad de Los Vilos,Municipalidades,2018,10
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,3836-743-CM18,No,1538891,SUV SUZUKI GRAND VITARA 1.6 GLX AÑO 2018,SUV,SUZUKI,GRAND VITARA 1.6 GLX,1,69.191.400-3,Administración,2018-10-30,Araucania,Ilustre Municipalidad de Tolten,Municipalidades,2018,10
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-4-LR17,3507-1282-CM18,No,1538503,SUV NISSAN X-TRAIL EXCLUSIVE CVT 4WD AÑO 2018,SUV,NISSAN,X-TRAIL EXCLUSIVE CVT 4WD,1,65.321.890-7,Departamento de Salud,2018-10-31,Los Lagos,I MUNICIPALIDAD DE CALBUCO,Municipalidades,2018,10
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,603663-1070-CM18,No,1576576,SUV TOYOTA RAV4 LUJO 2.0 4X4 MT 2019,SUV,TOYOTA,RAV4 LUJO 2.0 4X4 MT,1,65.028.707-K,Unidad de Administracion y Finanzas,2018-10-31,Metropolitana,INSTITUTO NACIONAL DE DERECHOS HUMANOS,"Gob. Central, Universidades",2018,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,3290-433-CM18,No,1577236,FURGÓN CHEVROLET N300 MAX E5 VAN 1.2 MT AC 2019,FURGÓN,CHEVROLET,N300 MAX E5 VAN 1.2 MT AC,1,60.506.000-5,LOGISTICA  TEMUCO,2018-10-31,Araucania,Policía de Investigaciones de Chile,FFAA,2018,10
76.758.790-2,HVCCSA,2239-4-LR17,29-491-CM18,No,1548129,FURGÓN HYUNDAI SOLATI H350  2018,FURGÓN,HYUNDAI,SOLATI H350,1,61.103.035-5,Comando Logístico,2018-10-31,Metropolitana,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,2018,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,5890-469-CM18,Sí,1536722,FURGÓN CHEVROLET N300 MAX  VAN 1.2 MT A/C DH AÑO 2018,FURGÓN,CHEVROLET,N300 MAX  VAN 1.2 MT A/C DH,22,60.506.000-5,JENANCO,2018-11-12,Metropolitana,Policía de Investigaciones de Chile,FFAA,2018,11
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,1145-326-CM18,Sí,1538480,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 2WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 2WD,15,61.104.000-8,UNIDAD DE COMPRA ADQUISICIONES NACIONALES,2018-11-21,Metropolitana,Dirección General de Aeronáutica Civil,"Gob. Central, Universidades",2018,11
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,1145-326-CM18,Sí,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,9,61.104.000-8,UNIDAD DE COMPRA ADQUISICIONES NACIONALES,2018-11-21,Metropolitana,Dirección General de Aeronáutica Civil,"Gob. Central, Universidades",2018,11
79.802.860-k,AUTOMOTRIZ PORTILLO S.A.,2239-4-LR17,5284-663-CM18,Sí,1538531,FURGÓN PEUGEOT NUEVA BOXER FURGÓN L2H2 2.0 BLUEHDI 160 HP AÑO 2018,FURGÓN,PEUGEOT,NUEVA BOXER FURGÓN L2H2 2.0 BLUEHDI 160 HP,15,61.202.000-0,Dirección de Vialidad - Nivel Central - Maestranza,2018-11-29,Metropolitana,MOP - Dirección de Vialidad,Obras Públicas,2018,11
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,5240-404-CM18,Sí,1537078,CAMIONETA VOLKSWAGEN AMAROK TRENDLINE 4MOTION AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK TRENDLINE 4MOTION,3,61.938.500-4,Direccion de Compras Publicas de Carabineros,2018-11-28,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,11
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,2073-1189-CM18,No,1538503,SUV NISSAN X-TRAIL EXCLUSIVE CVT 4WD AÑO 2018,SUV,NISSAN,X-TRAIL EXCLUSIVE CVT 4WD,1,61.607.200-5,Servicio de Salud Talcahuano,2018-11-14,Biobio,Servicio de Salud Talcahuano,Salud,2018,11
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,623-1385-CM18,No,1576576,SUV TOYOTA RAV4 LUJO 2.0 4X4 MT 2019,SUV,TOYOTA,RAV4 LUJO 2.0 4X4 MT,2,60.501.000-8,Ministerio del Interior,2018-11-07,Metropolitana,SUBSECRETARIA DEL INTERIOR,"Gob. Central, Universidades",2018,11
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,3134-830-CM18,No,1536922,SUV HYUNDAI TUCSON TL  2.0 MT 4WD VALUE AÑO 2018,SUV,HYUNDAI,TUCSON TL  2.0 MT 4WD VALUE,1,61.102.014-7,DIRECCION GENERAL DEL TERRITORIO MARITIMO Y M.M.,2018-11-08,Valparaiso,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,2018,11
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,2335-1487-CM18,No,1538511,CAMIONETA NISSAN NP300 DC XE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC XE 2.3D MT 4WD,1,69.130.301-2,ADQUISICIONES SALUD,2018-11-07,Maule,ILUSTRE MUNICIPALIDAD DE LINARES,Municipalidades,2018,11
77.008.670-1,PORTILLO S.A.,2239-4-LR17,3000-2043-CM18,No,1537046,CAMIONETA TOYOTA HILUX 2.4 4X2 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT SR,1,69.040.800-7,Dirección  Adm. y  Finanzas,2018-11-07,Coquimbo,Ilustre Municipalidad de  Monte Patria,Municipalidades,2018,11
96.928.530-4,COMERCIAL AUTOMOTRIZ SPA,2239-4-LR17,2439-31-CM18,No,1538611,CAMIONETA MITSUBISHI L200 4X2 WORK CR WF AÑO 2018,CAMIONETA,MITSUBISHI,L200 4X2 WORK CR WF,1,69.100.100-8,Municipalidad de Curicó - Secplac,2018-11-14,Maule,I.Municipalidad de Curicó,Municipalidades,2018,11
77.008.670-1,PORTILLO S.A.,2239-4-LR17,543401-1473-CM18,No,1537061,SUV TOYOTA RAV4 LUJO 2.0 4X2 MT AÑO 2018,SUV,TOYOTA,RAV4 LUJO 2.0 4X2 MT,1,69.090.300-8,DEPARTAMENTO EDUCACION,2018-11-07,Ohiggins,Ilustre Municipalidad de Chimbarongo,Municipalidades,2018,11
77.008.670-1,PORTILLO S.A.,2239-4-LR17,4284-877-CM18,No,1537053,SUV TOYOTA LAND CRUISER PRADO VX-L LIMITED AÑO 2018,SUV,TOYOTA,LAND CRUISER PRADO VX-L LIMITED,1,69.191.000-8,Municipalidad de Cunco,2018-11-12,Araucania,Ilustre Municipalidad de Cunco,Municipalidades,2018,11
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,3014-556-CM18,No,1577163,CAMIONETA CHEVROLET NEW D-MAX CC 2.5TD 4WD 2019,CAMIONETA,CHEVROLET,NEW D-MAX CC 2.5TD 4WD,2,69.081.600-8,Direccion Administracion y Finanzas,2018-11-09,Ohiggins,I.Municipalidad de Coinco,Municipalidades,2018,11
76.216.474-4,PAULINA ANDREA,2239-4-LR17,5186-300-CM18,Sí,1538939,FURGÓN CITROEN JUMPER L3H2 BLUEHDI 163 S&S BVM6 AÑO 2018,FURGÓN,CITROEN,JUMPER L3H2 BLUEHDI 163 S&S BVM6,1,60.701.002-1,Fondo de Fomento para la Pesca Artesanal,2018-11-29,Valparaiso,Servicio Nacional de Pesca y Acuicultura,"Gob. Central, Universidades",2018,11
76.216.474-4,PAULINA ANDREA,2239-4-LR17,5186-300-CM18,Sí,1538939,FURGÓN CITROEN JUMPER L3H2 BLUEHDI 163 S&S BVM6 AÑO 2018,FURGÓN,CITROEN,JUMPER L3H2 BLUEHDI 163 S&S BVM6,1,60.701.002-1,Fondo de Fomento para la Pesca Artesanal,2018-11-29,Valparaiso,Servicio Nacional de Pesca y Acuicultura,"Gob. Central, Universidades",2018,11
76.216.474-4,PAULINA ANDREA,2239-4-LR17,5186-300-CM18,Sí,1538939,FURGÓN CITROEN JUMPER L3H2 BLUEHDI 163 S&S BVM6 AÑO 2018,FURGÓN,CITROEN,JUMPER L3H2 BLUEHDI 163 S&S BVM6,1,60.701.002-1,Fondo de Fomento para la Pesca Artesanal,2018-11-29,Valparaiso,Servicio Nacional de Pesca y Acuicultura,"Gob. Central, Universidades",2018,11
78.585.230-3,Automotriz Tecnosur Limitada,2239-4-LR17,1398-2537-CM18,No,1538503,SUV NISSAN X-TRAIL EXCLUSIVE CVT 4WD AÑO 2018,SUV,NISSAN,X-TRAIL EXCLUSIVE CVT 4WD,2,61.606.800-8,Servicio de Salud Ohiggins,2018-11-09,Ohiggins,SERVICIO DE SALUD LIBERTADOR BDO OHIGGINS,Salud,2018,11
94.141.000-6,DERCO S.P.A,2239-4-LR17,5416-2110-CM18,No,1577001,SEDÁN MAZDA NEW MAZDA6 V 2.0 6AT (CUERO NEGRO) 2019,SEDÁN,MAZDA,NEW MAZDA6 V 2.0 6AT (CUERO NEGRO),1,70.783.100-6,Universidad de La Serena,2018-11-09,Coquimbo,Universidad de La Serena,"Gob. Central, Universidades",2018,11
96.642.160-6,PIAMONTE S A,2239-4-LR17,5413-2712-CM18,No,1538611,CAMIONETA MITSUBISHI L200 4X2 WORK CR WF AÑO 2018,CAMIONETA,MITSUBISHI,L200 4X2 WORK CR WF,1,70.772.100-6,CAMPUS OSORNO,2018-11-13,Los Lagos,Universidad de Los Lagos,"Gob. Central, Universidades",2018,11
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-4-LR17,4996-181-CM18,No,1538614,CAMIONETA MITSUBISHI L200 4X4 KATANA CRT AÑO 2018,CAMIONETA,MITSUBISHI,L200 4X4 KATANA CRT,1,69.252.500-0,Dideco,2018-11-13,Antofagasta,Ilustre Municipalidad de San Pedro de Atacama,Municipalidades,2018,11
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,1690-133-CM18,No,1576575,SUV TOYOTA RAV4 LUJO 2.0 4X2 MT 2019,SUV,TOYOTA,RAV4 LUJO 2.0 4X2 MT,1,60.803.000-k,SII DR16 Dirección Regional Santiago Sur,2018-11-19,Metropolitana,SERVICIO DE IMPUESTOS INTERNOS DIRECCION,"Gob. Central, Universidades",2018,11
77.008.670-1,PORTILLO S.A.,2239-4-LR17,587-2573-CM18,No,1537059,SUV TOYOTA RAV4 LIMITED 2.5 4X4 AT AÑO 2018,SUV,TOYOTA,RAV4 LIMITED 2.5 4X4 AT,1,61.801.000-7,Ministerio de Vivienda y Urbanismo(766),2018-11-28,Metropolitana,SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO,Obras Públicas,2018,11
94.141.000-6,DERCO S.P.A,2239-4-LR17,618923-856-CM18,No,1577001,SEDÁN MAZDA NEW MAZDA6 V 2.0 6AT (CUERO NEGRO) 2019,SEDÁN,MAZDA,NEW MAZDA6 V 2.0 6AT (CUERO NEGRO),1,61.979.970-4,Subsecretaría para las Fuerzas Armadas,2018-11-19,Metropolitana,Subsecretaría para las Fuerzas Armadas,"Gob. Central, Universidades",2018,11
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,2483-303-CM18,No,1576986,SEDÁN HYUNDAI GRAND I-10 BA SDN MT GLS 2AB AC ABS PE 2019,SEDÁN,HYUNDAI,GRAND I-10 BA SDN MT GLS 2AB AC ABS PE,2,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2018-11-15,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2018,11
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-4-LR17,3140-712-CM18,No,1577170,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD 2019,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,1,69.201.100-7,Departamento De Salud,2018-11-15,Los Rios,I MUNICIPALIDAD DE LAGO RANCO,Municipalidades,2018,11
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,2483-304-CM18,No,1576986,SEDÁN HYUNDAI GRAND I-10 BA SDN MT GLS 2AB AC ABS PE 2019,SEDÁN,HYUNDAI,GRAND I-10 BA SDN MT GLS 2AB AC ABS PE,1,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2018-11-15,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2018,11
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,1004823-165-CM18,No,1537094,SUV VOLKSWAGEN TIGUAN TDI AT COMFORLINE 150HP 4 MOTION AÑO 2018,SUV,VOLKSWAGEN,TIGUAN TDI AT COMFORLINE 150HP 4 MOTION,1,61.999.280-6,Centro de Formación Técnica Región de Coquimbo,2018-11-16,Coquimbo,CENTRO DE FORMACION TECNICA DE LA REGION DE COQUIMBO,Otros,2018,11
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,3326-2339-CM18,No,1577187,CAMIONETA CHEVROLET SILVERADO LTZ CC 5.3L 4WD 2019,CAMIONETA,CHEVROLET,SILVERADO LTZ CC 5.3L 4WD,2,61.938.500-4,Depto.Transportes L.3,2018-11-16,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,11
